Birth;Sex;Reg;RegType;UkrTestStatus;Year;UkrBall100
1983;жіноча;Дніпропетровська  ;місто;Зараховано;2019;135
1983;жіноча;Запорізька  ;місто;Зараховано;2019;100
1983;чоловіча;Чернівецька  ;село;Не подолав поріг;2019;0
1983;жіноча;Львівська  ;місто;Не подолав поріг;2019;0
1983;жіноча;Одеська  ;місто;Зараховано;2019;115
1983;чоловіча;Дніпропетровська  ;місто;Не з’явився;2019;NA
1983;жіноча;Одеська  ;місто;Не з’явився;2019;NA
1983;чоловіча;Одеська  ;місто;Не подолав поріг;2019;0
1983;чоловіча;Одеська  ;місто;Зараховано;2019;117
1983;жіноча;Запорізька  ;місто;Не з’явився;2019;NA
1983;жіноча;Одеська  ;місто;Зараховано;2019;111
1983;жіноча;Закарпатська  ;село;Зараховано;2019;119
1983;жіноча;Львівська  ;місто;Не подолав поріг;2019;0
1983;жіноча;Одеська  ;місто;Зараховано;2019;148
1983;жіноча;Кіровоградська  ;село;Не подолав поріг;2019;0
1983;чоловіча;Дніпропетровська  ;місто;Не подолав поріг;2019;0
1983;жіноча;Луганська  ;місто;Зараховано;2019;131
1983;чоловіча;Полтавська  ;місто;Не подолав поріг;2019;0
1983;жіноча;Миколаївська  ;село;Не подолав поріг;2019;0
1983;чоловіча;Херсонська  ;місто;Не з’явився;2019;NA
1983;жіноча;Запорізька  ;місто;Зараховано;2019;113
1983;жіноча;Дніпропетровська  ;місто;Не з’явився;2019;NA
1983;чоловіча;Донецька  ;місто;Зараховано;2019;137
1983;чоловіча;Харківська  ;місто;Не подолав поріг;2019;0
1983;чоловіча;Луганська  ;село;Не подолав поріг;2019;0
1983;чоловіча;Донецька  ;місто;Не подолав поріг;2019;0
1983;жіноча;Миколаївська  ;село;Не подолав поріг;2019;0
1983;чоловіча;Миколаївська  ;село;Зараховано;2019;122
1983;жіноча;Харківська  ;місто;Зараховано;2019;135
1983;жіноча;Черкаська  ;місто;Зараховано;2019;124
1983;чоловіча;Миколаївська  ;місто;Не подолав поріг;2019;0
1983;чоловіча;Луганська  ;місто;Не з’явився;2019;NA
1983;жіноча;Київська  ;місто;Не з’явився;2019;NA
1983;жіноча;м.Київ;місто;Не з’явився;2019;NA
1983;чоловіча;Харківська  ;село;Не подолав поріг;2019;0
1983;чоловіча;м.Київ;місто;Зараховано;2019;134
1983;чоловіча;Запорізька  ;місто;Не подолав поріг;2019;0
1983;чоловіча;Вінницька  ;село;Не з’явився;2019;NA
1983;жіноча;Луганська  ;місто;Не подолав поріг;2019;0
1983;жіноча;Харківська  ;місто;Зараховано;2019;127
1983;чоловіча;Івано-Франківська  ;місто;Зараховано;2019;109
1983;чоловіча;Миколаївська  ;місто;Зараховано;2019;109
1983;чоловіча;Миколаївська  ;місто;Зараховано;2019;100
1983;жіноча;Волинська  ;село;Зараховано;2019;117
1983;чоловіча;Дніпропетровська  ;місто;Не подолав поріг;2019;0
1983;жіноча;Луганська  ;село;Зараховано;2019;113
1983;жіноча;Полтавська  ;місто;Зараховано;2019;113
1983;жіноча;Кіровоградська  ;село;Зараховано;2019;122
1983;чоловіча;Івано-Франківська  ;село;Не з’явився;2019;NA
1983;жіноча;м.Київ;місто;Зараховано;2019;147
1983;жіноча;Запорізька  ;село;Не з’явився;2019;NA
1983;жіноча;Сумська  ;місто;Зараховано;2019;172
1983;жіноча;Запорізька  ;місто;NA;2019;NA
1983;жіноча;м.Київ;місто;Не подолав поріг;2019;0
1983;жіноча;Донецька  ;місто;Зараховано;2019;131
1983;жіноча;Полтавська  ;місто;Зараховано;2019;111
1983;жіноча;Луганська  ;місто;Зараховано;2019;124
1983;чоловіча;Хмельницька  ;місто;Не з’явився;2019;NA
1983;жіноча;Донецька  ;місто;Зараховано;2019;135
1983;чоловіча;Сумська  ;місто;Не з’явився;2019;NA
1983;жіноча;Дніпропетровська  ;місто;Зараховано;2019;150
1983;чоловіча;м.Київ;місто;Зараховано;2019;104
1983;чоловіча;Запорізька  ;місто;Зараховано;2019;106
1983;жіноча;Хмельницька  ;місто;Не подолав поріг;2019;0
1983;чоловіча;м.Київ;місто;Зараховано;2019;150
1983;жіноча;м.Київ;місто;Зараховано;2019;135
1983;чоловіча;Чернівецька  ;місто;Зараховано;2019;120
1983;жіноча;Запорізька  ;місто;Зараховано;2019;120
1983;жіноча;Запорізька  ;село;Зараховано;2019;134
1983;чоловіча;Луганська  ;місто;Зараховано;2019;100
1983;жіноча;Донецька  ;місто;Зараховано;2019;113
1983;чоловіча;Хмельницька  ;місто;Не з’явився;2019;NA
1983;жіноча;Дніпропетровська  ;місто;Не з’явився;2019;NA
1983;чоловіча;м.Київ;місто;Зараховано;2019;170
1983;жіноча;Дніпропетровська  ;місто;Зараховано;2019;120
1983;жіноча;Хмельницька  ;місто;Зараховано;2019;138
1983;жіноча;Дніпропетровська  ;місто;Зараховано;2019;107
1983;жіноча;Одеська  ;місто;Зараховано;2019;124
1983;жіноча;Чернігівська  ;місто;Зараховано;2019;131
1983;чоловіча;Київська  ;місто;Не подолав поріг;2019;0
1983;жіноча;Дніпропетровська  ;село;Не подолав поріг;2019;0
1983;жіноча;Сумська  ;місто;Зараховано;2019;143
1983;жіноча;Херсонська  ;село;Не з’явився;2019;NA
1983;чоловіча;Київська  ;село;Зараховано;2019;109
1983;чоловіча;Луганська  ;місто;Не подолав поріг;2019;0
1983;чоловіча;Херсонська  ;місто;Зараховано;2019;141
1983;чоловіча;Донецька  ;місто;Зараховано;2019;111
1983;жіноча;Дніпропетровська  ;місто;Зараховано;2019;102
1983;чоловіча;Кіровоградська  ;село;Зараховано;2019;157
1983;жіноча;Миколаївська  ;місто;Зараховано;2019;106
1983;жіноча;м.Київ;місто;Зараховано;2019;154
1983;чоловіча;Дніпропетровська  ;місто;Не подолав поріг;2019;0
1983;жіноча;Сумська  ;місто;Зараховано;2019;135
1983;жіноча;Волинська  ;село;Не подолав поріг;2019;0
1983;жіноча;Львівська  ;місто;Зараховано;2019;117
1983;чоловіча;м.Київ;місто;Зараховано;2019;132
1983;жіноча;Херсонська  ;село;Зараховано;2019;145
1983;жіноча;Дніпропетровська  ;місто;Зараховано;2019;129
1983;жіноча;Дніпропетровська  ;місто;Не подолав поріг;2019;0
1983;жіноча;Закарпатська  ;село;Зараховано;2019;111
1983;жіноча;Вінницька  ;місто;Не подолав поріг;2019;0
1983;жіноча;Вінницька  ;місто;Зараховано;2019;135
1983;жіноча;Херсонська  ;село;Не з’явився;2019;NA
1983;жіноча;Закарпатська  ;село;Не подолав поріг;2019;0
1984;жіноча;Львівська  ;місто;Не подолав поріг;2019;0
1984;чоловіча;Запорізька  ;місто;Зараховано;2019;115
1984;жіноча;м.Київ;місто;Не з’явився;2019;NA
1984;жіноча;Одеська  ;місто;NA;2019;NA
1984;жіноча;Донецька  ;місто;Не з’явився;2019;NA
1984;жіноча;Одеська  ;місто;Не з’явився;2019;NA
1984;жіноча;Кіровоградська  ;село;Не подолав поріг;2019;0
1984;жіноча;Херсонська  ;село;Не подолав поріг;2019;0
1984;чоловіча;Одеська  ;село;Зараховано;2019;144
1984;жіноча;Львівська  ;місто;Зараховано;2019;113
1984;жіноча;Київська  ;село;Не з’явився;2019;NA
1984;жіноча;Донецька  ;місто;Зараховано;2019;122
1984;чоловіча;Полтавська  ;місто;Не з’явився;2019;NA
1984;чоловіча;м.Київ;місто;Зараховано;2019;134
1984;жіноча;Херсонська  ;місто;Зараховано;2019;106
1984;чоловіча;м.Київ;місто;Не з’явився;2019;NA
1984;жіноча;Дніпропетровська  ;село;Зараховано;2019;120
1984;чоловіча;м.Київ;місто;Не подолав поріг;2019;0
1984;чоловіча;Сумська  ;місто;Не з’явився;2019;NA
1984;чоловіча;Донецька  ;місто;Зараховано;2019;147
1984;чоловіча;Донецька  ;місто;Не подолав поріг;2019;0
1984;чоловіча;Дніпропетровська  ;місто;Зараховано;2019;106
1984;жіноча;Донецька  ;село;Зараховано;2019;106
1984;жіноча;м.Київ;місто;Зараховано;2019;132
1984;жіноча;Черкаська  ;місто;Зараховано;2019;113
1984;жіноча;Миколаївська  ;місто;NA;2019;NA
1984;жіноча;Харківська  ;село;Зараховано;2019;161
1984;жіноча;Закарпатська  ;місто;Зараховано;2019;135
1984;жіноча;Житомирська  ;село;Не подолав поріг;2019;0
1984;чоловіча;Луганська  ;місто;Не подолав поріг;2019;0
1984;жіноча;Харківська  ;місто;Не подолав поріг;2019;0
1984;чоловіча;Дніпропетровська  ;місто;Зараховано;2019;124
1984;чоловіча;Сумська  ;місто;Не подолав поріг;2019;0
1984;жіноча;Чернівецька  ;село;Не подолав поріг;2019;0
1984;жіноча;Тернопільська  ;місто;Зараховано;2019;132
1984;жіноча;Львівська  ;місто;Зараховано;2019;159
1984;жіноча;Харківська  ;місто;Зараховано;2019;159
1984;жіноча;Хмельницька  ;місто;Не з’явився;2019;NA
1984;жіноча;Дніпропетровська  ;місто;Не з’явився;2019;NA
1984;чоловіча;Кіровоградська  ;місто;Не подолав поріг;2019;0
1984;жіноча;Харківська  ;місто;Зараховано;2019;106
1984;жіноча;Харківська  ;місто;Зараховано;2019;106
1984;жіноча;Черкаська  ;село;Зараховано;2019;109
1984;чоловіча;Миколаївська  ;село;Не подолав поріг;2019;0
1984;чоловіча;Луганська  ;місто;Зараховано;2019;100
1984;жіноча;Запорізька  ;місто;Не з’явився;2019;NA
1984;жіноча;Київська  ;місто;Зараховано;2019;109
1984;жіноча;Луганська  ;місто;Не подолав поріг;2019;0
1984;жіноча;Одеська  ;місто;Зараховано;2019;115
1984;жіноча;Кіровоградська  ;місто;Зараховано;2019;134
1984;чоловіча;Херсонська  ;місто;Зараховано;2019;134
1984;жіноча;Черкаська  ;місто;Зараховано;2019;120
1984;жіноча;Одеська  ;місто;Зараховано;2019;111
1984;жіноча;Чернігівська  ;місто;Зараховано;2019;119
1984;жіноча;Дніпропетровська  ;місто;NA;2019;NA
1984;жіноча;Дніпропетровська  ;місто;Зараховано;2019;109
1984;жіноча;Житомирська  ;місто;Зараховано;2019;149
1984;жіноча;Донецька  ;місто;Не з’явився;2019;NA
1984;жіноча;Миколаївська  ;місто;Не подолав поріг;2019;0
1984;жіноча;Харківська  ;село;Не подолав поріг;2019;0
1984;чоловіча;Тернопільська  ;місто;Не подолав поріг;2019;0
1984;жіноча;Сумська  ;місто;Не подолав поріг;2019;0
1984;жіноча;Дніпропетровська  ;місто;Зараховано;2019;181
1984;чоловіча;Волинська  ;село;NA;2019;NA
1984;жіноча;Миколаївська  ;місто;Зараховано;2019;113
1984;жіноча;м.Київ;місто;Зараховано;2019;104
1984;жіноча;Черкаська  ;місто;Зараховано;2019;149
1984;чоловіча;Львівська  ;місто;Зараховано;2019;115
1984;жіноча;Дніпропетровська  ;місто;Не подолав поріг;2019;0
1984;жіноча;Львівська  ;місто;Зараховано;2019;124
1984;жіноча;Донецька  ;місто;Зараховано;2019;100
1984;жіноча;Київська  ;село;Зараховано;2019;178
1984;жіноча;Полтавська  ;місто;Зараховано;2019;119
1984;жіноча;Харківська  ;місто;Зараховано;2019;120
1984;жіноча;Одеська  ;місто;Не з’явився;2019;NA
1984;жіноча;Київська  ;місто;Зараховано;2019;122
1984;чоловіча;Дніпропетровська  ;місто;NA;2019;NA
1984;жіноча;Одеська  ;місто;Зараховано;2019;141
1984;жіноча;Запорізька  ;місто;Не подолав поріг;2019;0
1984;чоловіча;м.Київ;місто;Не з’явився;2019;NA
1984;чоловіча;Черкаська  ;село;Не з’явився;2019;NA
1984;чоловіча;Одеська  ;місто;Не подолав поріг;2019;0
1984;жіноча;Івано-Франківська  ;місто;Зараховано;2019;131
1984;жіноча;Запорізька  ;місто;Зараховано;2019;102
1984;жіноча;Чернігівська  ;місто;Зараховано;2019;111
1984;жіноча;Черкаська  ;місто;Зараховано;2019;155
1984;жіноча;Вінницька  ;село;Не з’явився;2019;NA
1984;жіноча;Дніпропетровська  ;місто;Зараховано;2019;175
1984;жіноча;Запорізька  ;село;Зараховано;2019;126
1984;жіноча;Запорізька  ;місто;Зараховано;2019;111
1984;чоловіча;Дніпропетровська  ;місто;Не з’явився;2019;NA
1984;жіноча;Донецька  ;місто;Зараховано;2019;126
1984;жіноча;Одеська  ;село;Не з’явився;2019;NA
1984;жіноча;Миколаївська  ;місто;Не подолав поріг;2019;0
1984;чоловіча;Закарпатська  ;місто;Не з’явився;2019;NA
1984;жіноча;м.Київ;місто;Зараховано;2019;109
1984;жіноча;Львівська  ;місто;Зараховано;2019;144
1984;жіноча;м.Київ;місто;Зараховано;2019;113
1984;жіноча;Дніпропетровська  ;місто;Не з’явився;2019;NA
1984;жіноча;м.Київ;місто;Не з’явився;2019;NA
1984;жіноча;Київська  ;місто;Зараховано;2019;115
1984;жіноча;Дніпропетровська  ;село;Не з’явився;2019;NA
1984;чоловіча;Херсонська  ;місто;Не подолав поріг;2019;0
1984;жіноча;Донецька  ;село;Зараховано;2019;109
1984;жіноча;Херсонська  ;село;Не подолав поріг;2019;0
1984;чоловіча;Львівська  ;місто;Не з’явився;2019;NA
1984;жіноча;Дніпропетровська  ;місто;Зараховано;2019;126
1984;жіноча;Харківська  ;місто;Не подолав поріг;2019;0
1984;жіноча;Одеська  ;село;Зараховано;2019;131
1984;жіноча;Львівська  ;місто;Зараховано;2019;119
1984;чоловіча;Дніпропетровська  ;місто;Не з’явився;2019;NA
1984;чоловіча;Луганська  ;місто;Не подолав поріг;2019;0
1984;чоловіча;Луганська  ;місто;Не з’явився;2019;NA
1984;чоловіча;Одеська  ;місто;Не з’явився;2019;NA
1984;жіноча;м.Київ;місто;Зараховано;2019;149
1984;чоловіча;Харківська  ;місто;Зараховано;2019;113
1984;жіноча;Черкаська  ;місто;Зараховано;2019;109
1984;жіноча;Кіровоградська  ;місто;Не з’явився;2019;NA
1984;жіноча;Дніпропетровська  ;місто;Не подолав поріг;2019;0
1984;жіноча;Харківська  ;місто;Не з’явився;2019;NA
1984;жіноча;Запорізька  ;місто;Не з’явився;2019;NA
1984;чоловіча;Донецька  ;місто;Зараховано;2019;102
1984;жіноча;Івано-Франківська  ;місто;Не подолав поріг;2019;0
1984;жіноча;Тернопільська  ;місто;Не з’явився;2019;NA
1984;жіноча;Волинська  ;місто;Зараховано;2019;129
1984;жіноча;Київська  ;місто;Зараховано;2019;124
1984;жіноча;Дніпропетровська  ;місто;Зараховано;2019;147
1984;жіноча;Львівська  ;місто;Не з’явився;2019;NA
1984;чоловіча;Дніпропетровська  ;місто;Не подолав поріг;2019;0
1984;жіноча;Івано-Франківська  ;місто;Зараховано;2019;109
1984;жіноча;Київська  ;місто;Зараховано;2019;138
1984;жіноча;Вінницька  ;місто;Зараховано;2019;132
1984;жіноча;Дніпропетровська  ;село;Не подолав поріг;2019;0
1984;чоловіча;Одеська  ;місто;NA;2019;NA
1984;чоловіча;Харківська  ;місто;Зараховано;2019;126
1984;чоловіча;Донецька  ;місто;Не подолав поріг;2019;0
1984;чоловіча;Донецька  ;місто;Зараховано;2019;160
1984;жіноча;Вінницька  ;місто;Зараховано;2019;149
1984;жіноча;Миколаївська  ;місто;Зараховано;2019;107
1984;чоловіча;Черкаська  ;місто;Не з’явився;2019;NA
1984;жіноча;Дніпропетровська  ;місто;Зараховано;2019;145
1984;чоловіча;Київська  ;село;Зараховано;2019;106
1984;жіноча;Кіровоградська  ;місто;Не подолав поріг;2019;0
1984;жіноча;Херсонська  ;село;Зараховано;2019;138
1984;чоловіча;Хмельницька  ;місто;Зараховано;2019;122
1984;жіноча;Донецька  ;місто;Зараховано;2019;122
1984;чоловіча;Дніпропетровська  ;місто;Не з’явився;2019;NA
1984;жіноча;Харківська  ;село;Зараховано;2019;119
1984;жіноча;Київська  ;місто;Зараховано;2019;148
1984;жіноча;Сумська  ;місто;Зараховано;2019;115
1984;жіноча;Миколаївська  ;місто;Не подолав поріг;2019;0
1984;жіноча;Київська  ;село;Не з’явився;2019;NA
1984;чоловіча;Житомирська  ;місто;Зараховано;2019;120
1984;чоловіча;Дніпропетровська  ;місто;Не з’явився;2019;NA
1984;жіноча;Дніпропетровська  ;місто;Зараховано;2019;107
1984;жіноча;Сумська  ;село;Зараховано;2019;104
1984;чоловіча;м.Київ;місто;Не з’явився;2019;NA
1984;чоловіча;Сумська  ;місто;Не з’явився;2019;NA
1984;чоловіча;Полтавська  ;місто;Зараховано;2019;109
1984;жіноча;м.Київ;місто;Зараховано;2019;152
1984;жіноча;Київська  ;місто;Не з’явився;2019;NA
1984;жіноча;Дніпропетровська  ;місто;Зараховано;2019;127
1984;жіноча;Миколаївська  ;місто;Не подолав поріг;2019;0
1984;жіноча;Запорізька  ;місто;Зараховано;2019;111
1984;жіноча;Одеська  ;село;Не подолав поріг;2019;0
1984;жіноча;Дніпропетровська  ;місто;Не подолав поріг;2019;0
1984;жіноча;Харківська  ;місто;Зараховано;2019;163
1984;жіноча;Львівська  ;місто;Зараховано;2019;127
1984;жіноча;Харківська  ;місто;Зараховано;2019;140
1984;чоловіча;Харківська  ;місто;Не подолав поріг;2019;0
1984;чоловіча;Тернопільська  ;місто;Зараховано;2019;179
1984;жіноча;Полтавська  ;село;Зараховано;2019;122
1984;жіноча;Миколаївська  ;місто;Зараховано;2019;107
1984;жіноча;Київська  ;місто;Зараховано;2019;186
1984;жіноча;Чернігівська  ;село;Зараховано;2019;162
1984;чоловіча;Рівненська  ;місто;Не з’явився;2019;NA
1984;жіноча;Дніпропетровська  ;місто;Зараховано;2019;155
1984;жіноча;Хмельницька  ;місто;Зараховано;2019;182
1984;жіноча;Луганська  ;місто;Зараховано;2019;150
1984;чоловіча;Харківська  ;місто;Не з’явився;2019;NA
1984;чоловіча;Луганська  ;місто;Не подолав поріг;2019;0
1984;чоловіча;Луганська  ;село;Не подолав поріг;2019;0
1984;чоловіча;Запорізька  ;місто;Зараховано;2019;119
1984;чоловіча;Дніпропетровська  ;місто;Не з’явився;2019;NA
1984;чоловіча;Львівська  ;місто;Зараховано;2019;120
1984;жіноча;Дніпропетровська  ;місто;Зараховано;2019;115
1984;жіноча;Запорізька  ;село;Зараховано;2019;135
1984;жіноча;Полтавська  ;село;Зараховано;2019;117
1984;жіноча;Київська  ;село;Зараховано;2019;129
1984;жіноча;Дніпропетровська  ;місто;Не подолав поріг;2019;0
1984;чоловіча;Дніпропетровська  ;місто;Зараховано;2019;113
1984;жіноча;Донецька  ;місто;NA;2019;NA
1984;жіноча;Кіровоградська  ;село;Не подолав поріг;2019;0
1984;чоловіча;Дніпропетровська  ;місто;Не з’явився;2019;NA
1984;жіноча;Тернопільська  ;село;Зараховано;2019;115
1984;жіноча;м.Київ;місто;Не з’явився;2019;NA
1984;чоловіча;Київська  ;місто;Зараховано;2019;163
1984;жіноча;Житомирська  ;місто;Зараховано;2019;107
1984;жіноча;Луганська  ;місто;Не подолав поріг;2019;0
1984;чоловіча;Полтавська  ;місто;Не подолав поріг;2019;0
1984;чоловіча;Дніпропетровська  ;місто;Зараховано;2019;107
1984;жіноча;Кіровоградська  ;місто;Не подолав поріг;2019;0
1984;жіноча;Чернівецька  ;місто;Не подолав поріг;2019;0
1984;жіноча;Миколаївська  ;місто;Зараховано;2019;113
1984;жіноча;Кіровоградська  ;місто;Не з’явився;2019;NA
1984;жіноча;Волинська  ;місто;Зараховано;2019;198
1984;жіноча;Київська  ;місто;Не з’явився;2019;NA
1984;жіноча;Запорізька  ;місто;Зараховано;2019;111
1984;чоловіча;Чернігівська  ;місто;NA;2019;NA
1984;жіноча;Київська  ;місто;Зараховано;2019;137
1984;чоловіча;Одеська  ;село;Не з’явився;2019;NA
1984;жіноча;Чернігівська  ;село;Зараховано;2019;120
1984;жіноча;Чернівецька  ;село;Зараховано;2019;156
1984;чоловіча;Донецька  ;місто;Не подолав поріг;2019;0
1984;жіноча;Тернопільська  ;місто;NA;2019;NA
1984;чоловіча;Дніпропетровська  ;місто;Не подолав поріг;2019;0
1984;жіноча;Дніпропетровська  ;місто;Зараховано;2019;132
1984;жіноча;Одеська  ;місто;Не з’явився;2019;NA
1984;чоловіча;Херсонська  ;село;Зараховано;2019;127
1984;чоловіча;Хмельницька  ;місто;Не з’явився;2019;NA
1984;жіноча;Полтавська  ;село;Зараховано;2019;106
1984;жіноча;Житомирська  ;місто;Зараховано;2019;119
1984;жіноча;Миколаївська  ;місто;Не подолав поріг;2019;0
1984;чоловіча;Київська  ;місто;Зараховано;2019;127
1984;чоловіча;Харківська  ;село;Не з’явився;2019;NA
1984;жіноча;Миколаївська  ;місто;Не подолав поріг;2019;0
1984;жіноча;Полтавська  ;місто;Не з’явився;2019;NA
1984;чоловіча;Вінницька  ;місто;NA;2019;NA
1984;жіноча;Запорізька  ;село;NA;2019;NA
1984;чоловіча;Дніпропетровська  ;місто;Зараховано;2019;104
1984;чоловіча;Полтавська  ;село;Зараховано;2019;104
1984;жіноча;Івано-Франківська  ;місто;Не подолав поріг;2019;0
1984;жіноча;Одеська  ;місто;Зараховано;2019;104
1984;жіноча;Тернопільська  ;село;Не подолав поріг;2019;0
1984;жіноча;Житомирська  ;село;Зараховано;2019;106
1984;чоловіча;Луганська  ;місто;Не подолав поріг;2019;0
1984;жіноча;Дніпропетровська  ;село;Зараховано;2019;115
1984;жіноча;Одеська  ;місто;Не подолав поріг;2019;0
1984;жіноча;Луганська  ;село;Не з’явився;2019;NA
1984;чоловіча;Сумська  ;село;Не подолав поріг;2019;0
1984;жіноча;Запорізька  ;місто;Не подолав поріг;2019;0
1984;жіноча;Донецька  ;місто;Зараховано;2019;106
1984;чоловіча;Харківська  ;місто;Зараховано;2019;111
1984;чоловіча;Кіровоградська  ;місто;Зараховано;2019;102
1984;чоловіча;Дніпропетровська  ;місто;Не подолав поріг;2019;0
1984;чоловіча;Хмельницька  ;місто;Не подолав поріг;2019;0
1984;жіноча;Київська  ;місто;Зараховано;2019;134
1984;чоловіча;Дніпропетровська  ;місто;Не подолав поріг;2019;0
1984;жіноча;Чернівецька  ;місто;Зараховано;2019;107
1984;жіноча;Сумська  ;село;Зараховано;2019;115
1984;жіноча;Харківська  ;місто;Зараховано;2019;148
1984;чоловіча;Полтавська  ;місто;Не з’явився;2019;NA
1984;жіноча;Харківська  ;місто;Зараховано;2019;162
1984;жіноча;Сумська  ;місто;Не з’явився;2019;NA
1984;жіноча;Київська  ;місто;Зараховано;2019;106
1984;жіноча;Херсонська  ;село;Не подолав поріг;2019;0
1984;чоловіча;Сумська  ;місто;Не подолав поріг;2019;0
1984;чоловіча;Одеська  ;місто;Не з’явився;2019;NA
1984;жіноча;Івано-Франківська  ;місто;Не подолав поріг;2019;0
1984;жіноча;Полтавська  ;село;Зараховано;2019;113
1984;жіноча;Хмельницька  ;село;Зараховано;2019;113
1984;чоловіча;Житомирська  ;місто;Зараховано;2019;100
1984;жіноча;Запорізька  ;село;Не з’явився;2019;NA
1984;чоловіча;Київська  ;місто;Зараховано;2019;113
1984;жіноча;Івано-Франківська  ;місто;Не з’явився;2019;NA
1984;жіноча;Кіровоградська  ;місто;Зараховано;2019;113
1984;жіноча;Дніпропетровська  ;місто;Зараховано;2019;127
1984;чоловіча;Донецька  ;місто;Зараховано;2019;122
1984;жіноча;Дніпропетровська  ;місто;Не подолав поріг;2019;0
1984;чоловіча;Івано-Франківська  ;місто;Не подолав поріг;2019;0
1984;жіноча;Київська  ;село;Не з’явився;2019;NA
1984;жіноча;Миколаївська  ;місто;Зараховано;2019;120
1984;жіноча;м.Київ;місто;Зараховано;2019;117
1984;чоловіча;Луганська  ;село;Не подолав поріг;2019;0
1984;чоловіча;Вінницька  ;місто;Зараховано;2019;119
1984;жіноча;Запорізька  ;місто;Зараховано;2019;127
1984;жіноча;Львівська  ;село;Не подолав поріг;2019;0
1984;чоловіча;Хмельницька  ;місто;Не подолав поріг;2019;0
1984;чоловіча;Вінницька  ;місто;NA;2019;NA
1984;чоловіча;Волинська  ;місто;Не з’явився;2019;NA
1984;чоловіча;Луганська  ;місто;Не подолав поріг;2019;0
1984;чоловіча;Миколаївська  ;місто;Не подолав поріг;2019;0
1984;жіноча;Дніпропетровська  ;село;Зараховано;2019;165
1984;чоловіча;Харківська  ;місто;Не з’явився;2019;NA
1984;жіноча;Луганська  ;місто;Зараховано;2019;132
1984;жіноча;Одеська  ;село;Не подолав поріг;2019;0
1984;чоловіча;Одеська  ;місто;Не з’явився;2019;NA
1984;жіноча;Львівська  ;місто;Зараховано;2019;152
1984;чоловіча;Дніпропетровська  ;місто;Не подолав поріг;2019;0
1984;жіноча;Запорізька  ;село;Зараховано;2019;143
1984;чоловіча;Київська  ;село;Зараховано;2019;124
1984;жіноча;Хмельницька  ;місто;Зараховано;2019;117
1984;жіноча;Івано-Франківська  ;село;Не подолав поріг;2019;0
1984;жіноча;Полтавська  ;село;Зараховано;2019;131
1984;чоловіча;м.Київ;місто;NA;2019;NA
1984;жіноча;Чернівецька  ;місто;Не подолав поріг;2019;0
1984;жіноча;Чернігівська  ;місто;Зараховано;2019;152
1984;чоловіча;м.Київ;місто;Не подолав поріг;2019;0
1984;жіноча;Харківська  ;місто;Не з’явився;2019;NA
1984;жіноча;Луганська  ;село;Зараховано;2019;165
1984;чоловіча;Львівська  ;місто;Зараховано;2019;126
1984;жіноча;Донецька  ;місто;Зараховано;2019;135
1984;чоловіча;Донецька  ;місто;Не подолав поріг;2019;0
1984;чоловіча;Дніпропетровська  ;місто;Зараховано;2019;100
1984;жіноча;Херсонська  ;село;Не подолав поріг;2019;0
1984;чоловіча;Луганська  ;місто;Не подолав поріг;2019;0
1984;жіноча;Дніпропетровська  ;місто;Зараховано;2019;111
1984;жіноча;Миколаївська  ;місто;Не з’явився;2019;NA
1984;чоловіча;Донецька  ;місто;Зараховано;2019;119
1984;жіноча;Дніпропетровська  ;місто;Зараховано;2019;149
1984;жіноча;Харківська  ;місто;Не з’явився;2019;NA
1984;чоловіча;Закарпатська  ;місто;Зараховано;2019;137
1984;чоловіча;Херсонська  ;місто;Не подолав поріг;2019;0
1984;жіноча;Дніпропетровська  ;місто;Не з’явився;2019;NA
1984;чоловіча;Донецька  ;місто;NA;2019;NA
1984;жіноча;Дніпропетровська  ;місто;Не подолав поріг;2019;0
1984;жіноча;Київська  ;місто;Зараховано;2019;137
1984;жіноча;Харківська  ;місто;Не з’явився;2019;NA
1984;жіноча;Київська  ;місто;Зараховано;2019;135
1984;чоловіча;Львівська  ;село;Зараховано;2019;119
1984;жіноча;Харківська  ;село;Не подолав поріг;2019;0
1984;чоловіча;м.Київ;місто;Зараховано;2019;137
1984;чоловіча;Тернопільська  ;село;Не з’явився;2019;NA
1984;жіноча;Запорізька  ;місто;Не з’явився;2019;NA
1984;жіноча;Одеська  ;село;Зараховано;2019;113
1984;чоловіча;Донецька  ;місто;Не подолав поріг;2019;0
1984;жіноча;Львівська  ;місто;Не подолав поріг;2019;0
1984;жіноча;Луганська  ;місто;Не подолав поріг;2019;0
1984;жіноча;Запорізька  ;місто;Не з’явився;2019;NA
1984;жіноча;Запорізька  ;село;Не з’явився;2019;NA
1984;жіноча;Луганська  ;місто;Не подолав поріг;2019;0
1984;чоловіча;Сумська  ;місто;Не подолав поріг;2019;0
1984;чоловіча;Вінницька  ;місто;Не подолав поріг;2019;0
1984;жіноча;Львівська  ;місто;Не подолав поріг;2019;0
1984;жіноча;м.Київ;місто;Зараховано;2019;179
1984;жіноча;Дніпропетровська  ;місто;Не подолав поріг;2019;0
1984;жіноча;Запорізька  ;місто;Зараховано;2019;104
1984;жіноча;Дніпропетровська  ;місто;Зараховано;2019;132
1984;жіноча;Миколаївська  ;місто;NA;2019;NA
1984;чоловіча;Луганська  ;місто;Не подолав поріг;2019;0
1984;жіноча;Миколаївська  ;село;Не подолав поріг;2019;0
